url,artist,link
https://www.vincentvangogh.org/images/self-portrait.jpg,Vincent van Gogh,/vincent.html
https://www.leonardodavinci.net/images/leonardo-da-vinci.jpg,Leonardo da Vinci,/leonardo.html
